calculate_SNR_per_band
vgosDB: data/
TIMETAG: 2023/07/06 17:53:17 UTC

YMDHM 	SECOND 	SOURCE 	BASELINE 	SNR_A 	SNR_B 	SNR_C 	SNR_D
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/ISHIOKA 	18.533171115616092 	34.744414922614794 	55.05261234394253 	40.76083182194263
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/KOKEE12M 	57.09500516965118 	92.2480907269034 	98.02636758779781 	60.93188093900924
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/MACGO12M 	56.16133775184843 	58.274544585461975 	62.33509204627213 	46.70533373591581
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/ONSA13NE 	79.02124973907918 	83.58851771751077 	121.45663218140453 	92.1843935236789
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/ONSA13SW 	76.26649915716868 	123.29849244326363 	138.71535585188485 	112.57832038575657
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/RAEGYEB 	1.5108349798710659 	34.372877265919485 	45.11011713077421 	42.136801642057236
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/WESTFORD 	88.93209576509982 	95.43593138024954 	102.5772816841329 	75.59635479683465
20/12/22-18:00 	15.0 	1803+784 	GGAO12M/WETTZ13S 	113.96266005896527 	136.80715232359884 	147.85455380753308 	104.53962585241084
20/12/22-18:00 	15.0 	1803+784 	ISHIOKA/KOKEE12M 	36.03184566432664 	55.44691627593536 	66.11691729252146 	54.70493627370829
20/12/22-18:00 	15.0 	1803+784 	ISHIOKA/MACGO12M 	19.08125030607831 	18.872314307125777 	27.549710783063897 	25.808636248702243
20/12/22-18:00 	15.0 	1803+784 	ISHIOKA/ONSA13NE 	20.292242696846447 	22.696608399570756 	53.50699993188699 	49.25827469160831
20/12/22-18:00 	15.0 	1803+784 	ISHIOKA/ONSA13SW 	14.738546816670715 	49.84957079971976 	64.84360965656607 	66.05682946929731
20/12/22-18:00 	15.0 	1803+784 	ISHIOKA/RAEGYEB 	2.456470337722734 	13.767884155235775 	21.107590827360465 	24.13446028917156
20/12/22-18:00 	15.0 	1803+784 	ISHIOKA/WESTFORD 	21.078989493529374 	32.6796809104006 	41.13722350352341 	32.450951297353896
20/12/22-18:00 	15.0 	1803+784 	ISHIOKA/WETTZ13S 	27.449753269460125 	55.536084016483805 	67.56222114564571 	59.60441470625406
20/12/22-18:00 	15.0 	1803+784 	KOKEE12M/MACGO12M 	55.36231676814618 	45.743705840818016 	48.9722527024065 	37.67074646556799
20/12/22-18:00 	15.0 	1803+784 	KOKEE12M/ONSA13NE 	59.504594775332144 	69.83837875971581 	84.2239772318272 	65.54559891174809
20/12/22-18:00 	15.0 	1803+784 	KOKEE12M/ONSA13SW 	55.72634130533161 	101.51755380560213 	98.2770322567405 	80.73805650850238
20/12/22-18:00 	15.0 	1803+784 	KOKEE12M/RAEGYEB 	1.4639253635329375 	32.72919411776391 	31.597545028474624 	26.725285819032884
20/12/22-18:00 	15.0 	1803+784 	KOKEE12M/WESTFORD 	57.238214290172515 	67.38416131268492 	64.28103084696492 	40.755388167973784
20/12/22-18:00 	15.0 	1803+784 	KOKEE12M/WETTZ13S 	92.29473648601846 	112.65890279554077 	105.50400576415113 	69.96090903917379
20/12/22-18:00 	15.0 	1803+784 	MACGO12M/ONSA13NE 	51.29228319230578 	36.4121661292795 	57.3613500185851 	49.0603843829785
20/12/22-18:00 	15.0 	1803+784 	MACGO12M/ONSA13SW 	45.298704926595164 	55.78706025570971 	65.61382052718096 	58.604238431303706
20/12/22-18:00 	15.0 	1803+784 	MACGO12M/RAEGYEB 	2.7598331485301033 	16.682154046337974 	40.09706364000713 	4.246518699170976
20/12/22-18:00 	15.0 	1803+784 	MACGO12M/WESTFORD 	58.90446934821384 	41.538745227044735 	40.520498724011176 	30.87717158771001
20/12/22-18:00 	15.0 	1803+784 	MACGO12M/WETTZ13S 	72.11851426369867 	65.69172298696513 	78.11986591089934 	49.3796113571843
20/12/22-18:00 	15.0 	1803+784 	ONSA13NE/RAEGYEB 	3.507026446737967 	39.278386115129294 	91.92466203767738 	17.370049558133616
20/12/22-18:00 	15.0 	1803+784 	ONSA13NE/WESTFORD 	88.33667729275365 	58.06660387106248 	87.5716633976247 	67.77303791919945
20/12/22-18:00 	15.0 	1803+784 	ONSA13NE/WETTZ13S 	151.05018918350376 	130.24626627248503 	187.0944686049781 	140.3911550315475
20/12/22-18:00 	15.0 	1803+784 	ONSA13SW/RAEGYEB 	2.844609859250572 	53.28302599838539 	61.49931257516121 	60.11837205373636
20/12/22-18:00 	15.0 	1803+784 	ONSA13SW/WESTFORD 	81.8336727792051 	100.69936099721573 	112.09867377714792 	89.34348406868861
20/12/22-18:00 	15.0 	1803+784 	ONSA13SW/WETTZ13S 	131.88814512716084 	204.1266983089394 	222.1055652449144 	174.2384966340508
20/12/22-18:00 	15.0 	1803+784 	WESTFORD/RAEGYEB 	7.9992859900850695 	33.81460843218732 	29.020994381728087 	22.02511078179822
20/12/22-18:00 	15.0 	1803+784 	WESTFORD/WETTZ13S 	123.52940903929343 	108.25283145107268 	106.92917780386163 	74.63315953525034
20/12/22-18:00 	15.0 	1803+784 	WETTZ13S/RAEGYEB 	4.500642172542911 	62.290066613557265 	75.28259709055189 	57.32329421020283
20/12/22-18:01 	34.0 	1546+027 	GGAO12M/KOKEE12M 	131.63072514623082 	173.48328535651365 	176.0197425629132 	89.2155256968392
20/12/22-18:01 	34.0 	1546+027 	GGAO12M/MACGO12M 	80.46772572433983 	104.27207964491734 	123.58728127255725 	92.02466103353002
20/12/22-18:01 	34.0 	1546+027 	GGAO12M/WESTFORD 	114.04580886164322 	145.55447078839802 	164.65949895208766 	123.37022056825377
20/12/22-18:01 	34.0 	1546+027 	KOKEE12M/MACGO12M 	103.74801060766482 	105.72116331737203 	112.80971295993557 	70.00892082564327
20/12/22-18:01 	34.0 	1546+027 	KOKEE12M/WESTFORD 	136.9407486396278 	134.2333461338807 	128.20964371291188 	59.509023774288416
20/12/22-18:01 	34.0 	1546+027 	MACGO12M/WESTFORD 	91.29729012867544 	79.93713320194676 	89.70334519048248 	63.16058713946005
20/12/22-18:03 	3.0 	2215+150 	GGAO12M/MACGO12M 	21.141751405078764 	20.87109817509273 	23.816291316073446 	13.094490859526243
20/12/22-18:03 	3.0 	2215+150 	GGAO12M/ONSA13NE 	30.575793215470465 	28.47551723812797 	36.831527444578946 	25.56088083587102
20/12/22-18:03 	3.0 	2215+150 	GGAO12M/ONSA13SW 	32.069871856580335 	44.33908830999712 	47.22778496161908 	30.787875436397872
20/12/22-18:03 	3.0 	2215+150 	GGAO12M/RAEGYEB 	0.6353470215997274 	9.687745005159202 	28.37991601510223 	2.8360199769958405
20/12/22-18:03 	3.0 	2215+150 	GGAO12M/WESTFORD 	30.10917344943285 	30.844988416405595 	33.04820754698545 	20.307419828809298
20/12/22-18:03 	3.0 	2215+150 	GGAO12M/WETTZ13S 	47.39156440088964 	49.02750391618515 	51.40204408109554 	28.1861920568472
20/12/22-18:03 	3.0 	2215+150 	MACGO12M/ONSA13NE 	21.21190788374757 	14.31991804444939 	18.341047549442532 	11.812552692183676
20/12/22-18:03 	3.0 	2215+150 	MACGO12M/ONSA13SW 	24.749479062105877 	22.413479668577917 	21.66344746726629 	13.772938449810965
20/12/22-18:03 	3.0 	2215+150 	MACGO12M/RAEGYEB 	5.05933883064308 	9.557119648565516 	8.485887972274925 	3.080094759206381
20/12/22-18:03 	3.0 	2215+150 	MACGO12M/WESTFORD 	25.116121986365016 	14.316785179190203 	17.063019894479947 	12.672849365862211
20/12/22-18:03 	3.0 	2215+150 	MACGO12M/WETTZ13S 	35.24586530931722 	25.96418615495797 	24.919409848450673 	11.929810944740103
20/12/22-18:03 	3.0 	2215+150 	ONSA13NE/RAEGYEB 	1.1777486800391934 	13.854267486403296 	34.0245076322667 	8.235737186671239
20/12/22-18:03 	3.0 	2215+150 	ONSA13NE/WESTFORD 	34.96544697447798 	20.661157516694637 	28.132211605705294 	18.374320332960703
20/12/22-18:03 	3.0 	2215+150 	ONSA13NE/WETTZ13S 	55.148791572892954 	42.13071787717302 	56.39097710974246 	39.389676182509426
20/12/22-18:03 	3.0 	2215+150 	ONSA13SW/RAEGYEB 	6.405513405687889 	23.540132505905053 	21.47977690789595 	16.941061649496493
20/12/22-18:03 	3.0 	2215+150 	ONSA13SW/WESTFORD 	33.47914023141456 	36.120213235132795 	37.65955391595935 	27.494176833852258
20/12/22-18:03 	3.0 	2215+150 	ONSA13SW/WETTZ13S 	57.24449253701858 	64.47853623926113 	67.34080097235906 	48.44997439001495
20/12/22-18:03 	3.0 	2215+150 	WESTFORD/RAEGYEB 	5.373045444189637 	14.728859501417745 	13.014034890906547 	6.442365965064652
20/12/22-18:03 	3.0 	2215+150 	WESTFORD/WETTZ13S 	51.379809920091695 	38.90170239251167 	38.693207269509756 	22.90454250938665
20/12/22-18:03 	3.0 	2215+150 	WETTZ13S/RAEGYEB 	8.142633919564807 	24.966851219366866 	21.096160204664958 	14.621172208047804
20/12/22-18:04 	11.0 	1424-418 	KOKEE12M/MACGO12M 	20.8798027522301 	20.06321348497294 	22.714337045728993 	19.61555340013819
20/12/22-18:04 	11.0 	2126-158 	GGAO12M/RAEGYEB 	2.983519749640811 	35.0781791263948 	23.660698314041174 	19.49480681936195
20/12/22-18:04 	11.0 	2126-158 	GGAO12M/WESTFORD 	46.201028030713836 	71.68750310778812 	82.82127624023634 	54.06378495139862
20/12/22-18:04 	11.0 	2126-158 	GGAO12M/WETTZ13S 	51.72333489976807 	84.48589681003011 	95.36472611619976 	47.07337842965159
20/12/22-18:04 	11.0 	2126-158 	WESTFORD/RAEGYEB 	2.975353664555628 	39.155416278582706 	16.262657743341773 	14.262343465162365
20/12/22-18:04 	11.0 	2126-158 	WESTFORD/WETTZ13S 	58.76751398261021 	73.13499812667341 	80.54458901274408 	44.6570662246904
20/12/22-18:04 	11.0 	2126-158 	WETTZ13S/RAEGYEB 	4.471545037253112 	45.22191058223494 	28.9500251908515 	36.128987869075786
20/12/22-18:05 	19.0 	1243-160 	ISHIOKA/KOKEE12M 	13.627535595552832 	21.480430776628793 	26.235261691650315 	20.041645447615306
20/12/22-18:05 	19.0 	1243-160 	ISHIOKA/MACGO12M 	7.615733871501439 	8.322781475876674 	10.949645836664814 	7.605594109169065
20/12/22-18:05 	19.0 	1243-160 	KOKEE12M/MACGO12M 	27.197140634506937 	26.7272954857209 	24.465281174021715 	16.808558327316497
20/12/22-18:06 	27.0 	1751+288 	GGAO12M/KOKEE12M 	53.024103134563234 	112.98073904897137 	142.4439988924584 	115.63002171334684
20/12/22-18:06 	27.0 	1751+288 	GGAO12M/MACGO12M 	43.47228556470995 	64.6771165295189 	83.89170935797596 	72.48359578182068
20/12/22-18:06 	27.0 	1751+288 	GGAO12M/ONSA13NE 	47.59057816030774 	76.76644336017769 	136.7339449707187 	127.33788260008146
20/12/22-18:06 	27.0 	1751+288 	GGAO12M/ONSA13SW 	55.14718184689596 	118.43606810092584 	156.71791763001306 	155.7030116124053
20/12/22-18:06 	27.0 	1751+288 	GGAO12M/RAEGYEB 	5.027316839010178 	22.2932036345228 	68.49903696498822 	23.969628114211073
20/12/22-18:06 	27.0 	1751+288 	GGAO12M/WESTFORD 	61.93313811189169 	100.14435326690324 	123.5867900164516 	104.2889627346426
20/12/22-18:06 	27.0 	1751+288 	GGAO12M/WETTZ13S 	68.80754766801267 	133.25190632498789 	169.1226698178673 	140.1795259467526
20/12/22-18:06 	27.0 	1751+288 	KOKEE12M/MACGO12M 	45.52189829469783 	62.17017966129494 	75.48672187608209 	62.970410718452335
20/12/22-18:06 	27.0 	1751+288 	KOKEE12M/ONSA13NE 	50.16058385008503 	73.00677038368303 	116.71611786903641 	89.0277623281086
20/12/22-18:06 	27.0 	1751+288 	KOKEE12M/ONSA13SW 	54.190581267227785 	116.25697408180119 	132.58808441736463 	109.163429019509
20/12/22-18:06 	27.0 	1751+288 	KOKEE12M/RAEGYEB 	4.667443889260762 	23.776408983132708 	59.6964129342224 	20.453538525032176
20/12/22-18:06 	27.0 	1751+288 	KOKEE12M/WESTFORD 	54.30023958398672 	86.73823617136809 	101.61204075589751 	82.08522291421743
20/12/22-18:06 	27.0 	1751+288 	KOKEE12M/WETTZ13S 	65.34825421402282 	123.99297057849391 	141.71304509997123 	97.5365715932971
20/12/22-18:06 	27.0 	1751+288 	MACGO12M/ONSA13NE 	33.666920384208225 	39.21509166026423 	71.485080654931 	59.41177971808909
20/12/22-18:06 	27.0 	1751+288 	MACGO12M/ONSA13SW 	35.691178899376176 	65.51882688292902 	79.67073080699745 	71.48805603523928
20/12/22-18:06 	27.0 	1751+288 	MACGO12M/RAEGYEB 	3.275278773004794 	16.679268042492723 	21.13034121091146 	18.765894591909124
20/12/22-18:06 	27.0 	1751+288 	MACGO12M/WESTFORD 	42.912729928506344 	47.454717873050036 	59.56101085153428 	49.47067088067057
20/12/22-18:06 	27.0 	1751+288 	MACGO12M/WETTZ13S 	45.90905955912056 	70.6784354354106 	87.08693905761247 	65.42131236821064
20/12/22-18:06 	27.0 	1751+288 	ONSA13NE/RAEGYEB 	3.7551525535328687 	21.98941941508638 	36.86479604224524 	67.4743208148778
20/12/22-18:06 	27.0 	1751+288 	ONSA13NE/WESTFORD 	54.74806083767749 	64.19536395178338 	103.35360312887641 	93.84520021267318
20/12/22-18:06 	27.0 	1751+288 	ONSA13NE/WETTZ13S 	89.60633163730462 	101.01009633932941 	167.63986229292507 	145.49426357908703
20/12/22-18:06 	27.0 	1751+288 	ONSA13SW/RAEGYEB 	5.206920462350317 	28.750989787920105 	82.90276920719461 	35.447314343045605
20/12/22-18:06 	27.0 	1751+288 	ONSA13SW/WESTFORD 	60.91632289195343 	97.26744427573264 	122.60937235520356 	117.54866671996922
20/12/22-18:06 	27.0 	1751+288 	ONSA13SW/WETTZ13S 	93.78247225929988 	166.35055146740135 	197.17555119817243 	177.20297234183045
20/12/22-18:06 	27.0 	1751+288 	WESTFORD/RAEGYEB 	5.637687518157678 	19.860957328871052 	58.6024644724858 	20.792474429253957
20/12/22-18:06 	27.0 	1751+288 	WESTFORD/WETTZ13S 	75.7992294894085 	102.18464709672729 	122.94941480479254 	99.81029260597657
20/12/22-18:06 	27.0 	1751+288 	WETTZ13S/RAEGYEB 	9.061346048994302 	28.122087296477652 	86.33098137879718 	31.148863087108904
20/12/22-18:07 	47.0 	2008-159 	GGAO12M/MACGO12M 	36.5879523268628 	43.424589552578155 	50.576822798732444 	35.439202531321996
20/12/22-18:07 	47.0 	2008-159 	GGAO12M/RAEGYEB 	4.676122182475697 	15.329088860188307 	44.856399388651795 	15.348482810852099
20/12/22-18:07 	47.0 	2008-159 	GGAO12M/WESTFORD 	53.66762310905956 	64.21647873129493 	73.63162565342067 	50.46307943146158
20/12/22-18:07 	47.0 	2008-159 	MACGO12M/RAEGYEB 	2.35536595816785 	16.954189934813392 	13.65502187264222 	3.6195070532114193
20/12/22-18:07 	47.0 	2008-159 	MACGO12M/WESTFORD 	41.544320921483745 	34.35198403864315 	36.928177818849335 	21.277709510901293
20/12/22-18:07 	47.0 	2008-159 	WESTFORD/RAEGYEB 	2.0610146941296157 	21.820658465936365 	23.6643486705854 	14.3601784268957
20/12/22-18:09 	34.0 	0613+570 	GGAO12M/ISHIOKA 	4.784055799926329 	8.505715960412058 	8.192267026843712 	8.736879435359404
20/12/22-18:09 	34.0 	0613+570 	GGAO12M/ONSA13NE 	15.21182106880944 	15.72398054752319 	19.60902387237314 	21.339224085958087
20/12/22-18:09 	34.0 	0613+570 	GGAO12M/ONSA13SW 	14.199859212596886 	22.52670339352795 	26.78818581537858 	20.44504703073616
20/12/22-18:09 	34.0 	0613+570 	GGAO12M/RAEGYEB 	2.7449716087810647 	8.337670002228641 	9.309604033914756 	6.277492512029981
20/12/22-18:09 	34.0 	0613+570 	GGAO12M/WESTFORD 	14.57871344761788 	13.586721052480586 	15.07638206142328 	11.573366539577657
20/12/22-18:09 	34.0 	0613+570 	GGAO12M/WETTZ13S 	22.457471306837025 	26.262854031845922 	29.48558886522086 	20.40728317088226
20/12/22-18:09 	34.0 	0613+570 	ISHIOKA/ONSA13NE 	10.070062705309583 	16.9037529016663 	24.690255904239052 	27.236230512528195
20/12/22-18:09 	34.0 	0613+570 	ISHIOKA/ONSA13SW 	11.585874975462621 	20.940082799407342 	27.149498574081093 	33.8005581363486
20/12/22-18:09 	34.0 	0613+570 	ISHIOKA/RAEGYEB 	1.7389231273427714 	9.95015652108544 	12.362330849007817 	7.973968694982378
20/12/22-18:09 	34.0 	0613+570 	ISHIOKA/WESTFORD 	10.965652185628217 	11.353213088447964 	14.884729793911442 	12.38174374396133
20/12/22-18:09 	34.0 	0613+570 	ISHIOKA/WETTZ13S 	16.66705291879565 	22.87894301591222 	31.126310554008796 	29.07574987943797
20/12/22-18:09 	34.0 	0613+570 	ONSA13NE/RAEGYEB 	1.2460081658722086 	21.10292097794798 	15.004851225139381 	30.792465236916506
20/12/22-18:09 	34.0 	0613+570 	ONSA13NE/WESTFORD 	31.339414281094946 	28.026337085159565 	37.92596113849375 	31.707355224976013
20/12/22-18:09 	34.0 	0613+570 	ONSA13NE/WETTZ13S 	51.146805223036345 	51.2958886691795 	77.53354722972723 	68.15013373432652
20/12/22-18:09 	34.0 	0613+570 	ONSA13SW/RAEGYEB 	0.3232936252793427 	22.466407055056113 	15.702038355974402 	28.88154343778372
20/12/22-18:09 	34.0 	0613+570 	ONSA13SW/WESTFORD 	32.92961926399138 	40.00522311682898 	45.601552240378986 	38.8733161142387
20/12/22-18:09 	34.0 	0613+570 	ONSA13SW/WETTZ13S 	47.85603583277077 	77.1547840985146 	89.70091556735508 	79.0960937200054
20/12/22-18:09 	34.0 	0613+570 	WESTFORD/RAEGYEB 	1.5957148135414894 	10.260713168000713 	15.218753222890633 	8.513040317914218
20/12/22-18:09 	34.0 	0613+570 	WESTFORD/WETTZ13S 	45.24699056996639 	45.938563603057794 	48.730785384309804 	33.63296941931257
20/12/22-18:09 	34.0 	0613+570 	WETTZ13S/RAEGYEB 	1.8719189678757855 	25.266554137768985 	16.617521078209215 	32.40277739442685
20/12/22-18:10 	42.0 	1351-018 	GGAO12M/ISHIOKA 	7.398845357259997 	9.571871816365487 	11.70109418855486 	7.036557854339424
20/12/22-18:10 	42.0 	1351-018 	GGAO12M/KOKEE12M 	27.71723489431133 	25.147024448834884 	23.68527219091284 	12.745855661424262
20/12/22-18:10 	42.0 	1351-018 	GGAO12M/MACGO12M 	18.15462482645899 	16.269133423515083 	16.061207311084942 	10.515732061797241
20/12/22-18:10 	42.0 	1351-018 	ISHIOKA/KOKEE12M 	12.512045139696456 	16.642458284246572 	20.235601130612633 	15.497191709431796
20/12/22-18:10 	42.0 	1351-018 	ISHIOKA/MACGO12M 	5.88860022273665 	4.681407498977798 	7.8166081124508935 	7.117051992018541
20/12/22-18:10 	42.0 	1351-018 	KOKEE12M/MACGO12M 	26.448065676417567 	17.71560117635468 	19.037261515220784 	11.319236857243984
20/12/22-18:11 	54.0 	0059+581 	GGAO12M/ISHIOKA 	47.24285232800296 	79.74519064300291 	106.12563556532936 	95.1158548298755
20/12/22-18:11 	54.0 	0059+581 	GGAO12M/MACGO12M 	111.48411744928951 	127.65184625608754 	150.41542089761614 	114.23316031916349
20/12/22-18:11 	54.0 	0059+581 	GGAO12M/ONSA13NE 	129.52086813907385 	181.86373326188868 	253.2363582136793 	243.48775076567588
20/12/22-18:11 	54.0 	0059+581 	GGAO12M/ONSA13SW 	127.44143959520517 	253.8360722005373 	303.1782838033638 	273.56290226351416
20/12/22-18:11 	54.0 	0059+581 	GGAO12M/RAEGYEB 	8.683300194506884 	66.28019511486958 	167.54569461764768 	45.31079530382103
20/12/22-18:11 	54.0 	0059+581 	GGAO12M/WESTFORD 	167.3111809730456 	191.78394711035742 	223.05768496397513 	168.3073590282326
20/12/22-18:11 	54.0 	0059+581 	GGAO12M/WETTZ13S 	191.32810301928393 	303.263581261807 	354.1964235675985 	258.97958479916406
20/12/22-18:11 	54.0 	0059+581 	ISHIOKA/MACGO12M 	34.683377090407575 	42.864156546413334 	62.65071980898917 	50.97923737483842
20/12/22-18:11 	54.0 	0059+581 	ISHIOKA/ONSA13NE 	54.899867154337635 	71.12762578383465 	122.09154191468832 	134.71265339217118
20/12/22-18:11 	54.0 	0059+581 	ISHIOKA/ONSA13SW 	48.529521450892425 	115.96692106908357 	153.26457790496974 	160.63275266561712
20/12/22-18:11 	54.0 	0059+581 	ISHIOKA/RAEGYEB 	6.145086799334086 	32.91154498080565 	96.68991718360273 	22.798889097362014
20/12/22-18:11 	54.0 	0059+581 	ISHIOKA/WESTFORD 	44.8523809090333 	60.71369983459523 	82.63169101393392 	77.15603223778555
20/12/22-18:11 	54.0 	0059+581 	ISHIOKA/WETTZ13S 	76.57275980209239 	130.34727678878576 	166.13584612389937 	141.11441996329577
20/12/22-18:11 	54.0 	0059+581 	MACGO12M/ONSA13NE 	97.90204737486377 	94.44999149224573 	129.32018459173557 	117.34355124900304
20/12/22-18:11 	54.0 	0059+581 	MACGO12M/ONSA13SW 	90.73505685365339 	130.0728924694146 	153.57252549570904 	130.33441364731505
20/12/22-18:11 	54.0 	0059+581 	MACGO12M/RAEGYEB 	6.368961491342756 	28.232995765963526 	81.39096776245027 	19.127928981156394
20/12/22-18:11 	54.0 	0059+581 	MACGO12M/WESTFORD 	129.09343729295801 	101.84926130490115 	113.26116639752051 	83.5822818333326
20/12/22-18:11 	54.0 	0059+581 	MACGO12M/WETTZ13S 	141.1833088934601 	152.29816759923133 	177.69540083119486 	120.01408885000603
20/12/22-18:11 	54.0 	0059+581 	ONSA13NE/RAEGYEB 	11.577615084702394 	57.7057796697565 	192.6775649845874 	84.92998590358887
20/12/22-18:11 	54.0 	0059+581 	ONSA13NE/WESTFORD 	144.68303581946128 	143.094150869191 	201.51544147168227 	190.20084394863315
20/12/22-18:11 	54.0 	0059+581 	ONSA13NE/WETTZ13S 	253.31354340531263 	288.359946464367 	397.3314616241962 	388.48283882140015
20/12/22-18:11 	54.0 	0059+581 	ONSA13SW/RAEGYEB 	9.832426426571216 	79.5170213062626 	222.7992425249087 	90.941068526681
20/12/22-18:11 	54.0 	0059+581 	ONSA13SW/WESTFORD 	143.30820902642392 	219.85245501321714 	259.3704430200125 	228.02129471118886
20/12/22-18:11 	54.0 	0059+581 	ONSA13SW/WETTZ13S 	238.08295588415854 	422.4340102398581 	484.671176377276 	445.43312482476
20/12/22-18:11 	54.0 	0059+581 	WESTFORD/RAEGYEB 	8.445675420572941 	47.74379344560677 	122.02269278131268 	38.58982308186317
20/12/22-18:11 	54.0 	0059+581 	WESTFORD/WETTZ13S 	216.4362205421171 	250.65663665792545 	280.4483006956324 	203.20777428468915
20/12/22-18:11 	54.0 	0059+581 	WETTZ13S/RAEGYEB 	15.816730256773953 	98.83938019293973 	260.2590907414593 	70.20632602105759
20/12/22-18:13 	2.0 	0019+058 	GGAO12M/ONSA13NE 	18.321542771511712 	17.898961556009137 	24.051602370792583 	16.691618815500238
20/12/22-18:13 	2.0 	0019+058 	GGAO12M/ONSA13SW 	17.58866362395657 	24.55730922955028 	25.931571815689445 	19.355473943862258
20/12/22-18:13 	2.0 	0019+058 	GGAO12M/RAEGYEB 	2.757440395509215 	4.879907570751231 	16.765273132105005 	4.199912411902973
20/12/22-18:13 	2.0 	0019+058 	GGAO12M/WESTFORD 	18.44530895267539 	20.073557843184695 	19.707377677122658 	13.248433749884594
20/12/22-18:13 	2.0 	0019+058 	GGAO12M/WETTZ13S 	27.985819109201504 	29.752058594864106 	30.895580384850977 	20.323961542440507
20/12/22-18:13 	2.0 	0019+058 	ONSA13NE/RAEGYEB 	1.780205259636724 	12.06960237051856 	25.53735045068672 	5.5459694841790075
20/12/22-18:13 	2.0 	0019+058 	ONSA13NE/WESTFORD 	21.628432011894365 	15.177170374852489 	20.023050299057815 	15.557889593649634
20/12/22-18:13 	2.0 	0019+058 	ONSA13NE/WETTZ13S 	37.52417032569764 	29.91654106431114 	42.221861891772036 	30.386035812110038
20/12/22-18:13 	2.0 	0019+058 	ONSA13SW/RAEGYEB 	1.0207824020419567 	18.599003084906354 	14.641565617642843 	10.014728542645543
20/12/22-18:13 	2.0 	0019+058 	ONSA13SW/WESTFORD 	20.39814648215591 	22.343988377140786 	24.842184049474145 	17.31602471685325
20/12/22-18:13 	2.0 	0019+058 	ONSA13SW/WETTZ13S 	33.6387403384563 	45.24068873641443 	47.72842663515949 	34.7901478130523
20/12/22-18:13 	2.0 	0019+058 	WESTFORD/RAEGYEB 	2.1795129340198427 	8.14804450597553 	10.952427535094248 	5.600992524250435
20/12/22-18:13 	2.0 	0019+058 	WESTFORD/WETTZ13S 	32.71135145932666 	25.409032206042987 	26.464970528055126 	16.152041883023767
20/12/22-18:13 	2.0 	0019+058 	WETTZ13S/RAEGYEB 	1.30493564977852 	15.115453835343576 	28.972164819814815 	4.216768610510596
20/12/22-18:14 	10.0 	0202+319 	GGAO12M/ONSA13NE 	45.12842830891733 	53.46509637651621 	76.67709973625517 	58.597775080626604
20/12/22-18:14 	10.0 	0202+319 	GGAO12M/ONSA13SW 	41.630683238082966 	72.86484438228143 	82.78208207084556 	65.69185053356391
20/12/22-18:14 	10.0 	0202+319 	GGAO12M/RAEGYEB 	3.0274176674517044 	28.633802411822153 	21.79080579234508 	15.494899919341199
20/12/22-18:14 	10.0 	0202+319 	GGAO12M/WESTFORD 	44.234848874636974 	49.044545446270334 	56.13725061070907 	39.29406764509508
20/12/22-18:14 	10.0 	0202+319 	GGAO12M/WETTZ13S 	60.35276116152678 	82.03540570508727 	93.2289143341237 	58.599746719372774
20/12/22-18:14 	10.0 	0202+319 	ONSA13NE/RAEGYEB 	2.1935749381333425 	24.585202695815468 	54.39135404301277 	15.204462740115824
20/12/22-18:14 	10.0 	0202+319 	ONSA13NE/WESTFORD 	53.32450088671259 	48.84628814232687 	63.941373179283175 	48.700719791845536
20/12/22-18:14 	10.0 	0202+319 	ONSA13NE/WETTZ13S 	75.92671731516127 	84.23833310204701 	122.979929473335 	101.5521368797762
20/12/22-18:14 	10.0 	0202+319 	ONSA13SW/RAEGYEB 	2.341374157003137 	40.43597524754205 	35.5653036374992 	27.72657685399861
20/12/22-18:14 	10.0 	0202+319 	ONSA13SW/WESTFORD 	48.32124684117294 	68.54967761484423 	74.76827682814664 	60.007726874133745
20/12/22-18:14 	10.0 	0202+319 	ONSA13SW/WETTZ13S 	66.10455371397848 	123.19161141414878 	137.0923997473452 	113.35569234285677
20/12/22-18:14 	10.0 	0202+319 	WESTFORD/RAEGYEB 	1.23679094461203 	19.764816256045247 	25.98461557837865 	17.793167183301946
20/12/22-18:14 	10.0 	0202+319 	WESTFORD/WETTZ13S 	69.9224424734087 	74.12186290494635 	77.86968338893156 	49.642679803046306
20/12/22-18:14 	10.0 	0202+319 	WETTZ13S/RAEGYEB 	3.5707155448124186 	30.227843500389376 	63.270851133357574 	19.54891148741775
20/12/22-18:15 	29.0 	1418+546 	GGAO12M/ISHIOKA 	5.5893800986521835 	14.350911973030453 	15.330537592643928 	4.232358213958733
20/12/22-18:15 	29.0 	1418+546 	GGAO12M/KOKEE12M 	36.568699417403344 	43.995471132018025 	45.666476451537015 	28.6925381994489
20/12/22-18:15 	29.0 	1418+546 	GGAO12M/MACGO12M 	28.85601801294776 	24.901013121718712 	25.808038746981172 	15.84865554972036
20/12/22-18:15 	29.0 	1418+546 	GGAO12M/ONSA13NE 	18.059590416272837 	18.594916247931494 	29.289147748880577 	17.934655253340214
