YMDHM,Second,Source,Station1,Station2,El1,Az1,El2,Az2,A_freq,B_freq,C_freq,D_freq,tot_freq
20/12/23-01:05,19.0,0446+112,ONSA13NE,WESTFORD,0.5490051115183329,4.157827603044102,0.803235890462495,2.1734446107935805,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:05,19.0,0446+112,ONSA13NE,WETTZ13S,0.5490051115183329,4.157827603044102,0.6100376530410344,4.257094449159895,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:05,19.0,0446+112,ONSA13SW,RAEGYEB,0.5490162311201079,4.157818240723766,0.8562432460633068,4.082830316258551,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:05,19.0,0446+112,ONSA13SW,WESTFORD,0.5490162311201079,4.157818240723766,0.803235890462495,2.1734446107935805,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:05,19.0,0446+112,ONSA13SW,WETTZ13S,0.5490162311201079,4.157818240723766,0.6100376530410344,4.257094449159895,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:05,19.0,0446+112,WESTFORD,RAEGYEB,0.803235890462495,2.1734446107935805,0.8562432460633068,4.082830316258551,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:05,19.0,0446+112,WESTFORD,WETTZ13S,0.803235890462495,2.1734446107935805,0.6100376530410344,4.257094449159895,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:05,19.0,0446+112,WETTZ13S,RAEGYEB,0.6100376530410344,4.257094449159895,0.8562432460633068,4.082830316258551,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:06,31.0,0119+115,GGAO12M,KOKEE12M,1.0675542552953732,3.544426691885069,0.3710178183017103,1.4892584125979937,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:06,31.0,0119+115,GGAO12M,MACGO12M,1.0675542552953732,3.544426691885069,1.1534437867881004,2.410744084244909,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:06,31.0,0119+115,GGAO12M,WESTFORD,1.0675542552953732,3.544426691885069,0.9800476472303066,3.663078339714448,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:06,31.0,0119+115,KOKEE12M,MACGO12M,0.3710178183017103,1.4892584125979937,1.1534437867881004,2.410744084244909,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:06,31.0,0119+115,KOKEE12M,WESTFORD,0.3710178183017103,1.4892584125979937,0.9800476472303066,3.663078339714448,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:06,31.0,0119+115,MACGO12M,WESTFORD,1.1534437867881004,2.410744084244909,0.9800476472303066,3.663078339714448,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:07,39.0,2255-282,KOKEE12M,MACGO12M,0.5127065763141443,2.5113172631928995,0.49543287480888926,3.4946150251708077,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,GGAO12M,ISHIOKA,0.22027328663682957,0.662969761205698,0.35207393317905694,5.490069626745263,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,GGAO12M,ONSA13NE,0.22027328663682957,0.662969761205698,1.2200012454885885,1.8779336533658448,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,GGAO12M,ONSA13SW,0.22027328663682957,0.662969761205698,1.2199968690266436,1.8778922048861126,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,GGAO12M,RAEGYEB,0.22027328663682957,0.662969761205698,1.0140257764503562,1.0964365308874016,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,GGAO12M,WESTFORD,0.22027328663682957,0.662969761205698,0.3134335102601749,0.7199487294247199,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,GGAO12M,WETTZ13S,0.22027328663682957,0.662969761205698,1.2463258844069163,1.4833091896635677,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ISHIOKA,ONSA13NE,0.35207393317905694,5.490069626745263,1.2200012454885885,1.8779336533658448,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ISHIOKA,ONSA13SW,0.35207393317905694,5.490069626745263,1.2199968690266436,1.8778922048861126,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ISHIOKA,RAEGYEB,0.35207393317905694,5.490069626745263,1.0140257764503562,1.0964365308874016,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ISHIOKA,WESTFORD,0.35207393317905694,5.490069626745263,0.3134335102601749,0.7199487294247199,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ISHIOKA,WETTZ13S,0.35207393317905694,5.490069626745263,1.2463258844069163,1.4833091896635677,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ONSA13NE,RAEGYEB,1.2200012454885885,1.8779336533658448,1.0140257764503562,1.0964365308874016,3384.3999999999996,5500.971428571428,6643.828571428571,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ONSA13NE,WESTFORD,1.2200012454885885,1.8779336533658448,0.3134335102601749,0.7199487294247199,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ONSA13NE,WETTZ13S,1.2200012454885885,1.8779336533658448,1.2463258844069163,1.4833091896635677,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ONSA13SW,RAEGYEB,1.2199968690266436,1.8778922048861126,1.0140257764503562,1.0964365308874016,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ONSA13SW,WESTFORD,1.2199968690266436,1.8778922048861126,0.3134335102601749,0.7199487294247199,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,ONSA13SW,WETTZ13S,1.2199968690266436,1.8778922048861126,1.2463258844069163,1.4833091896635677,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,WESTFORD,RAEGYEB,0.3134335102601749,0.7199487294247199,1.0140257764503562,1.0964365308874016,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,WESTFORD,WETTZ13S,0.3134335102601749,0.7199487294247199,1.2463258844069163,1.4833091896635677,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:08,15.0,0955+476,WETTZ13S,RAEGYEB,1.2463258844069163,1.4833091896635677,1.0140257764503562,1.0964365308874016,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:09,54.0,0019+058,GGAO12M,KOKEE12M,0.8601630491265563,3.898646731337819,0.5886759581953163,1.701333498845281,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:09,54.0,0019+058,GGAO12M,MACGO12M,0.8601630491265563,3.898646731337819,1.1443430286581016,3.1244229391342184,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:09,54.0,0019+058,GGAO12M,WESTFORD,0.8601630491265563,3.898646731337819,0.7660442423791275,3.9649277622791184,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:09,54.0,0019+058,KOKEE12M,MACGO12M,0.5886759581953163,1.701333498845281,1.1443430286581016,3.1244229391342184,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:09,54.0,0019+058,KOKEE12M,WESTFORD,0.5886759581953163,1.701333498845281,0.7660442423791275,3.9649277622791184,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:09,54.0,0019+058,MACGO12M,WESTFORD,1.1443430286581016,3.1244229391342184,0.7660442423791275,3.9649277622791184,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,GGAO12M,MACGO12M,0.5837595805469894,2.199430460116222,0.2849962085626667,1.787713606819989,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,GGAO12M,ONSA13NE,0.5837595805469894,2.199430460116222,0.35062564957503545,4.018842059449865,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,GGAO12M,ONSA13SW,0.5837595805469894,2.199430460116222,0.35063718478911854,4.0188311919971245,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,GGAO12M,RAEGYEB,0.5837595805469894,2.199430460116222,0.6779295071305496,3.870309801109063,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,GGAO12M,WESTFORD,0.5837595805469894,2.199430460116222,0.5982175598987232,2.322886324332923,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,GGAO12M,WETTZ13S,0.5837595805469894,2.199430460116222,0.43136966920119746,4.081726994160894,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,MACGO12M,ONSA13NE,0.2849962085626667,1.787713606819989,0.35062564957503545,4.018842059449865,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,MACGO12M,ONSA13SW,0.2849962085626667,1.787713606819989,0.35063718478911854,4.0188311919971245,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,MACGO12M,RAEGYEB,0.2849962085626667,1.787713606819989,0.6779295071305496,3.870309801109063,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,MACGO12M,WESTFORD,0.2849962085626667,1.787713606819989,0.5982175598987232,2.322886324332923,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,MACGO12M,WETTZ13S,0.2849962085626667,1.787713606819989,0.43136966920119746,4.081726994160894,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,ONSA13NE,RAEGYEB,0.35062564957503545,4.018842059449865,0.6779295071305496,3.870309801109063,3384.3999999999996,5500.971428571428,6643.828571428571,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,ONSA13NE,WESTFORD,0.35062564957503545,4.018842059449865,0.5982175598987232,2.322886324332923,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,ONSA13NE,WETTZ13S,0.35062564957503545,4.018842059449865,0.43136966920119746,4.081726994160894,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,ONSA13SW,RAEGYEB,0.35063718478911854,4.0188311919971245,0.6779295071305496,3.870309801109063,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,ONSA13SW,WESTFORD,0.35063718478911854,4.0188311919971245,0.5982175598987232,2.322886324332923,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,ONSA13SW,WETTZ13S,0.35063718478911854,4.0188311919971245,0.43136966920119746,4.081726994160894,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,WESTFORD,RAEGYEB,0.5982175598987232,2.322886324332923,0.6779295071305496,3.870309801109063,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,WESTFORD,WETTZ13S,0.5982175598987232,2.322886324332923,0.43136966920119746,4.081726994160894,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:11,31.0,0458-020,WETTZ13S,RAEGYEB,0.43136966920119746,4.081726994160894,0.6779295071305496,3.870309801109063,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,GGAO12M,MACGO12M,1.1738824733798567,2.292517314794876,0.8512040916107202,1.5734334093714712,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,GGAO12M,ONSA13NE,1.1738824733798567,2.292517314794876,0.510572578258521,4.649797415906544,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,GGAO12M,ONSA13SW,1.1738824733798567,2.292517314794876,0.510580596440024,4.649790550058668,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,GGAO12M,RAEGYEB,1.1738824733798567,2.292517314794876,0.7034701298042783,4.6466878330125905,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,GGAO12M,WESTFORD,1.1738824733798567,2.292517314794876,1.171943972905771,2.5782693130405963,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,GGAO12M,WETTZ13S,1.1738824733798567,2.292517314794876,0.5028140326479978,4.743396054347995,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,MACGO12M,ONSA13NE,0.8512040916107202,1.5734334093714712,0.510572578258521,4.649797415906544,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,MACGO12M,ONSA13SW,0.8512040916107202,1.5734334093714712,0.510580596440024,4.649790550058668,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,MACGO12M,RAEGYEB,0.8512040916107202,1.5734334093714712,0.7034701298042783,4.6466878330125905,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,MACGO12M,WESTFORD,0.8512040916107202,1.5734334093714712,1.171943972905771,2.5782693130405963,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,MACGO12M,WETTZ13S,0.8512040916107202,1.5734334093714712,0.5028140326479978,4.743396054347995,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,ONSA13NE,RAEGYEB,0.510572578258521,4.649797415906544,0.7034701298042783,4.6466878330125905,3384.3999999999996,5500.971428571428,6643.828571428571,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,ONSA13NE,WESTFORD,0.510572578258521,4.649797415906544,1.171943972905771,2.5782693130405963,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,ONSA13NE,WETTZ13S,0.510572578258521,4.649797415906544,0.5028140326479978,4.743396054347995,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,ONSA13SW,RAEGYEB,0.510580596440024,4.649790550058668,0.7034701298042783,4.6466878330125905,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,ONSA13SW,WESTFORD,0.510580596440024,4.649790550058668,1.171943972905771,2.5782693130405963,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,ONSA13SW,WETTZ13S,0.510580596440024,4.649790550058668,0.5028140326479978,4.743396054347995,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,WESTFORD,RAEGYEB,1.171943972905771,2.5782693130405963,0.7034701298042783,4.6466878330125905,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,WESTFORD,WETTZ13S,1.171943972905771,2.5782693130405963,0.5028140326479978,4.743396054347995,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:12,46.0,0322+222,WETTZ13S,RAEGYEB,0.5028140326479978,4.743396054347995,0.7034701298042783,4.6466878330125905,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:14,12.0,3C446   ,GGAO12M,KOKEE12M,0.37667305472149454,4.259576769493714,0.9261766804272477,2.3359090554777207,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:14,12.0,3C446   ,GGAO12M,MACGO12M,0.37667305472149454,4.259576769493714,0.775550233730721,3.909629344632334,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:14,12.0,3C446   ,GGAO12M,WESTFORD,0.37667305472149454,4.259576769493714,0.2866056764602416,4.310895963551853,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:14,12.0,3C446   ,KOKEE12M,MACGO12M,0.9261766804272477,2.3359090554777207,0.775550233730721,3.909629344632334,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:14,12.0,3C446   ,KOKEE12M,WESTFORD,0.9261766804272477,2.3359090554777207,0.2866056764602416,4.310895963551853,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:14,12.0,3C446   ,MACGO12M,WESTFORD,0.775550233730721,3.909629344632334,0.2866056764602416,4.310895963551853,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,GGAO12M,ISHIOKA,0.44819527768408035,5.437300423065467,0.908950090485739,0.9923898484189625,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,GGAO12M,KOKEE12M,0.44819527768408035,5.437300423065467,1.104240810101478,6.005317219546858,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,GGAO12M,MACGO12M,0.44819527768408035,5.437300423065467,0.65732105437748,5.387188917123088,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,GGAO12M,ONSA13NE,0.44819527768408035,5.437300423065467,0.2599332591850096,0.025688581089849675,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,GGAO12M,ONSA13SW,0.44819527768408035,5.437300423065467,0.2599240068153863,0.02567883304733335,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,GGAO12M,WESTFORD,0.44819527768408035,5.437300423065467,0.4377393890085761,5.453725143877196,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,GGAO12M,WETTZ13S,0.44819527768408035,5.437300423065467,0.11632205793130254,0.03637086045578777,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ISHIOKA,KOKEE12M,0.908950090485739,0.9923898484189625,1.104240810101478,6.005317219546858,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ISHIOKA,MACGO12M,0.908950090485739,0.9923898484189625,0.65732105437748,5.387188917123088,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ISHIOKA,ONSA13NE,0.908950090485739,0.9923898484189625,0.2599332591850096,0.025688581089849675,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ISHIOKA,ONSA13SW,0.908950090485739,0.9923898484189625,0.2599240068153863,0.02567883304733335,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ISHIOKA,WESTFORD,0.908950090485739,0.9923898484189625,0.4377393890085761,5.453725143877196,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ISHIOKA,WETTZ13S,0.908950090485739,0.9923898484189625,0.11632205793130254,0.03637086045578777,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,KOKEE12M,MACGO12M,1.104240810101478,6.005317219546858,0.65732105437748,5.387188917123088,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,KOKEE12M,ONSA13NE,1.104240810101478,6.005317219546858,0.2599332591850096,0.025688581089849675,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,KOKEE12M,ONSA13SW,1.104240810101478,6.005317219546858,0.2599240068153863,0.02567883304733335,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,KOKEE12M,WESTFORD,1.104240810101478,6.005317219546858,0.4377393890085761,5.453725143877196,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,KOKEE12M,WETTZ13S,1.104240810101478,6.005317219546858,0.11632205793130254,0.03637086045578777,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,MACGO12M,ONSA13NE,0.65732105437748,5.387188917123088,0.2599332591850096,0.025688581089849675,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,MACGO12M,ONSA13SW,0.65732105437748,5.387188917123088,0.2599240068153863,0.02567883304733335,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,MACGO12M,WESTFORD,0.65732105437748,5.387188917123088,0.4377393890085761,5.453725143877196,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,MACGO12M,WETTZ13S,0.65732105437748,5.387188917123088,0.11632205793130254,0.03637086045578777,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ONSA13NE,WESTFORD,0.2599332591850096,0.025688581089849675,0.4377393890085761,5.453725143877196,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ONSA13NE,WETTZ13S,0.2599332591850096,0.025688581089849675,0.11632205793130254,0.03637086045578777,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ONSA13SW,WESTFORD,0.2599240068153863,0.02567883304733335,0.4377393890085761,5.453725143877196,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,ONSA13SW,WETTZ13S,0.2599240068153863,0.02567883304733335,0.11632205793130254,0.03637086045578777,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:15,20.0,2000+472,WESTFORD,WETTZ13S,0.4377393890085761,5.453725143877196,0.11632205793130254,0.03637086045578777,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,GGAO12M,MACGO12M,1.1722481329463952,2.9008983881654515,0.9964531908104257,1.8771577821279068,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,GGAO12M,ONSA13NE,1.1722481329463952,2.9008983881654515,0.3080775921104394,4.774799835954827,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,GGAO12M,WESTFORD,1.1722481329463952,2.9008983881654515,1.118626197737719,3.1335918105585576,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,GGAO12M,WETTZ13S,1.1722481329463952,2.9008983881654515,0.284984267110877,4.831856463482218,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,MACGO12M,ONSA13NE,0.9964531908104257,1.8771577821279068,0.3080775921104394,4.774799835954827,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,MACGO12M,WESTFORD,0.9964531908104257,1.8771577821279068,1.118626197737719,3.1335918105585576,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,MACGO12M,WETTZ13S,0.9964531908104257,1.8771577821279068,0.284984267110877,4.831856463482218,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,ONSA13NE,WESTFORD,0.3080775921104394,4.774799835954827,1.118626197737719,3.1335918105585576,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,ONSA13NE,WETTZ13S,0.3080775921104394,4.774799835954827,0.284984267110877,4.831856463482218,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:16,46.0,0235+164,WESTFORD,WETTZ13S,1.118626197737719,3.1335918105585576,0.284984267110877,4.831856463482218,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,GGAO12M,ISHIOKA,0.5738608745423288,4.59650633627433,0.25460388222135344,1.419638375858338,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,GGAO12M,KOKEE12M,0.5738608745423288,4.59650633627433,1.175333227024873,1.8003837102913973,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,GGAO12M,MACGO12M,0.5738608745423288,4.59650633627433,0.9848655510214139,4.372006201783936,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,GGAO12M,WESTFORD,0.5738608745423288,4.59650633627433,0.4973833557585815,4.6246602914850525,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,ISHIOKA,KOKEE12M,0.25460388222135344,1.419638375858338,1.175333227024873,1.8003837102913973,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,ISHIOKA,MACGO12M,0.25460388222135344,1.419638375858338,0.9848655510214139,4.372006201783936,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,ISHIOKA,WESTFORD,0.25460388222135344,1.419638375858338,0.4973833557585815,4.6246602914850525,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,KOKEE12M,MACGO12M,1.175333227024873,1.8003837102913973,0.9848655510214139,4.372006201783936,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,KOKEE12M,WESTFORD,1.175333227024873,1.8003837102913973,0.4973833557585815,4.6246602914850525,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:18,2.0,2215+150,MACGO12M,WESTFORD,0.9848655510214139,4.372006201783936,0.4973833557585815,4.6246602914850525,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:19,10.0,2229+695,GGAO12M,ISHIOKA,0.8269434386250605,5.8420102305972925,0.6130343672208595,0.43266879574306405,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:19,10.0,2229+695,GGAO12M,KOKEE12M,0.8269434386250605,5.8420102305972925,0.6957170061979775,0.19493261630811384,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:19,10.0,2229+695,GGAO12M,MACGO12M,0.8269434386250605,5.8420102305972925,0.8259596324130221,6.026522743756904,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:19,10.0,2229+695,GGAO12M,ONSA13NE,0.8269434386250605,5.8420102305972925,0.6911692806641428,6.030723991199663,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/23-01:19,10.0,2229+695,GGAO12M,RAEGYEB,0.8269434386250605,5.8420102305972925,0.4542266706217332,5.989999704829958,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/23-01:19,10.0,2229+695,GGAO12M,WESTFORD,0.8269434386250605,5.8420102305972925,0.8516939768267153,5.801453124678011,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/23-01:19,10.0,2229+695,GGAO12M,WETTZ13S,0.8269434386250605,5.8420102305972925,0.5488454117868494,6.061395900346958,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
