YMDHM,Second,Source,Station1,Station2,El1,Az1,El2,Az2,A_freq,B_freq,C_freq,D_freq,tot_freq
20/12/22-18:11,54.0,0059+581,ISHIOKA,ONSA13SW,0.24128715278400045,5.851608835394205,1.5502798550594854,5.994808945604702,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ISHIOKA,RAEGYEB,0.24128715278400045,5.851608835394205,1.2187480317861694,0.38525963636769356,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ISHIOKA,WESTFORD,0.24128715278400045,5.851608835394205,0.6760785992163619,0.7263846129120077,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ISHIOKA,WETTZ13S,0.24128715278400045,5.851608835394205,1.4063555964943282,6.194024705945856,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,MACGO12M,ONSA13NE,0.24565141746788802,0.5083506233036185,1.5502864189154668,5.994346026258113,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,MACGO12M,ONSA13SW,0.24565141746788802,0.5083506233036185,1.5502798550594854,5.994808945604702,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,MACGO12M,RAEGYEB,0.24565141746788802,0.5083506233036185,1.2187480317861694,0.38525963636769356,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,MACGO12M,WESTFORD,0.24565141746788802,0.5083506233036185,0.6760785992163619,0.7263846129120077,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,MACGO12M,WETTZ13S,0.24565141746788802,0.5083506233036185,1.4063555964943282,6.194024705945856,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ONSA13NE,RAEGYEB,1.5502864189154668,5.994346026258113,1.2187480317861694,0.38525963636769356,3384.3999999999996,5500.971428571428,6643.828571428571,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ONSA13NE,WESTFORD,1.5502864189154668,5.994346026258113,0.6760785992163619,0.7263846129120077,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ONSA13NE,WETTZ13S,1.5502864189154668,5.994346026258113,1.4063555964943282,6.194024705945856,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ONSA13SW,RAEGYEB,1.5502798550594854,5.994808945604702,1.2187480317861694,0.38525963636769356,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ONSA13SW,WESTFORD,1.5502798550594854,5.994808945604702,0.6760785992163619,0.7263846129120077,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,ONSA13SW,WETTZ13S,1.5502798550594854,5.994808945604702,1.4063555964943282,6.194024705945856,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,WESTFORD,RAEGYEB,0.6760785992163619,0.7263846129120077,1.2187480317861694,0.38525963636769356,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,WESTFORD,WETTZ13S,0.6760785992163619,0.7263846129120077,1.4063555964943282,6.194024705945856,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:11,54.0,0059+581,WETTZ13S,RAEGYEB,1.4063555964943282,6.194024705945856,1.2187480317861694,0.38525963636769356,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/22-18:13,2.0,0019+058,GGAO12M,ONSA13NE,0.23502067254445164,1.6207918323511388,0.6655143151717119,3.3858427932308506,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
20/12/22-18:13,2.0,0019+058,GGAO12M,ONSA13SW,0.23502067254445164,1.6207918323511388,0.6655249152041555,3.385827156094923,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:13,2.0,0019+058,GGAO12M,RAEGYEB,0.23502067254445164,1.6207918323511388,0.9693793226542985,3.0194656847343384,3384.3999999999996,5500.971428571428,6616.4,10456.4,6000.0
20/12/22-18:13,2.0,0019+058,GGAO12M,WESTFORD,0.23502067254445164,1.6207918323511388,0.29959401214028814,1.7005186073279845,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:13,2.0,0019+058,GGAO12M,WETTZ13S,0.23502067254445164,1.6207918323511388,0.8015371225108937,3.443026978648022,3256.3999999999996,5496.4,6616.4,10456.4,6000.0
20/12/22-18:13,2.0,0019+058,ONSA13NE,RAEGYEB,0.6655143151717119,3.3858427932308506,0.9693793226542985,3.0194656847343384,3384.3999999999996,5500.971428571428,6643.828571428571,10456.4,6000.0
20/12/22-18:13,2.0,0019+058,ONSA13NE,WESTFORD,0.6655143151717119,3.3858427932308506,0.29959401214028814,1.7005186073279845,3256.3999999999996,5496.4,6643.828571428571,10456.4,6000.0
